predicate,argument,role_type,reasons 1,reasons 2,reasons 3
rescue,hostage,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'hostage' has the property of being the person or entity that is being rescued.,The argument 'hostage' fits the ARG1 role for the predicate 'rescue' because it is the person or entity that is being rescued.
rescue,knight,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'knight' has the property of being a person who is capable of performing the action of rescuing.,The argument 'knight' fits the ARG0 role for the predicate 'rescue' because it is a person who is capable of performing the action of rescuing.
rescue,knight,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'knight' has the property of being a person or entity that is being rescued.,The argument 'knight' fits the ARG1 role for the predicate 'rescue' because it is the person or entity that is being rescued.
rescue,lieutenant,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'lieutenant' has the property of being a subordinate or assistant to the agent performing the action of rescuing.,The argument 'lieutenant' fits the ARG0 role for the predicate 'rescue' because it is a subordinate or assistant to the agent performing the action of rescuing.
rescue,lieutenant,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'lieutenant' has the property of being a subordinate or assistant to the person or entity being rescued.,The argument 'lieutenant' fits the ARG1 role for the predicate 'rescue' because it is a subordinate or assistant to the person or entity being rescued.
rescue,maiden,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'maiden' has the property of being the object of the action of rescuing.,The argument 'maiden' will fit the ARG0 role for the predicate 'rescue' because it is the person or thing that is being rescued.
rescue,maiden,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,"The argument 'maiden' has the property of being a noun, specifically a female person, and is the object of the verb 'rescue'.",The argument 'maiden' fits the ARG1 role for the predicate 'rescue' because it is the person or entity that is being rescued.
rescue,mercenary,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,"The argument 'mercenary' has the property of being a hired hand or a professional soldier, which is relevant to the predicate 'rescue' because it suggests that the mercenary is being hired to perform the rescue operation.",The argument 'mercenary' fits the ARG0 role for the predicate 'rescue' because it is the agent performing the rescue operation.
rescue,mercenary,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'mercenary' has the property of being a person or entity that is hired to perform a rescue operation.,The argument 'mercenary' fits the ARG1 role for the predicate 'rescue' because it is the person or entity that is hired to perform the rescue operation.
rescue,peasant,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'peasant' has the property of being the person or entity that is being rescued.,The argument 'peasant' fits the ARG0 role for the predicate 'rescue' because it is the person or entity that is being rescued.
rescue,peasant,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'peasant' has the property of being the person or entity that is being rescued.,The argument 'peasant' fits the ARG1 role for the predicate 'rescue' because it is the person or entity that is being rescued.
rescue,rabbit,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'rabbit' has the property of being the patient or the entity that is being rescued.,The argument 'rabbit' fits the ARG0 role for the predicate 'rescue' because it is the entity that is being rescued.
rescue,rabbit,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'rabbit' has the property of being the entity that is being rescued.,The argument 'rabbit' fits the ARG1 role for the predicate 'rescue' because it is the entity that is being rescued.
rescue,victim,ARG0,The ARG0 role for the predicate 'rescue' should have the properties of being the agent performing the action of rescuing.,The argument 'victim' has the property of being the entity that is being rescued.,The argument 'victim' fits the ARG0 role for the predicate 'rescue' because it is the entity that is being rescued.
rescue,victim,ARG1,The ARG1 role for the predicate 'rescue' should have the properties of being the person or entity that is being rescued.,The argument 'victim' has the property of being the person or entity that is being rescued.,"Yes, the argument 'victim' fits the ARG1 role for the predicate 'rescue'."
revive,athlete,ARG0,The ARG0 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,"The argument 'athlete' has the property of being a person who is capable of performing physical activities, which is relevant to the predicate 'revive' as it implies the ability to perform physical actions to restore life.","The argument 'athlete' fits the ARG0 role for the predicate 'revive' because it is a person who is capable of performing physical activities, which is relevant to the predicate 'revive' as it implies the ability to perform physical actions to restore life."
revive,athlete,ARG1,The ARG1 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,"The argument 'athlete' has the property of being a person who is capable of performing physical activities, which is relevant to the predicate 'revive' as it implies the ability to recover from a state of being unconscious or incapacitated.","The argument 'athlete' fits the ARG1 role for the predicate 'revive' because it is a person who is capable of performing physical activities, which is relevant to the predicate 'revive' as it implies the ability to recover from a state of being unconscious or incapacitated."
revive,comedian,ARG0,The ARG0 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,"The argument 'comedian' has the property of being a person who is capable of reviving or restoring something, such as a person or a situation.","The argument 'comedian' fits the ARG0 role for the predicate 'revive' because it is a person who is capable of reviving or restoring something, such as a person or a situation."
revive,comedian,ARG1,The ARG1 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,The argument 'comedian' has the property of being a person who is capable of reviving or restoring something that is dead or inactive.,The argument 'comedian' fits the ARG1 role for the predicate 'revive' because it is a person who is capable of reviving or restoring something that is dead or inactive.
revive,patient,ARG0,The ARG0 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,The argument 'patient' has the properties of being the person or thing that is being revived.,The argument 'patient' fits the ARG0 role for the predicate 'revive' because it is the person or thing that is being revived.
revive,patient,ARG1,The ARG1 role for the predicate 'revive' should have the properties of being the patient or the person being revived.,The argument 'patient' has the properties of being the person or thing that is being revived.,"Yes, the argument 'patient' fits the ARG1 role for the predicate 'revive' because it is the person or thing that is being revived."
rob,musician,ARG0,"The ARG0 role should have the properties of being the agent of the action, performing the action, and being the subject of the action.",The argument 'musician' has the property of being a person who engages in the activity of music making.,"The argument 'musician' does not fit the ARG0 role for the predicate 'rob' because the verb 'rob' typically refers to the act of stealing or taking something from someone, and a musician is not typically associated with this activity. Therefore, the argument 'musician' does not have the necessary properties to fill the ARG0 role for the predicate 'rob'."
rob,musician,ARG1,The ARG1 role for the predicate 'rob' should have the properties of being the person or entity that is doing the robbery.,The argument 'musician' has the property of being a person who is skilled in playing music.,"The argument 'musician' does not fit the ARG1 role for the predicate 'rob' because the predicate 'rob' requires a person who is physically capable of committing the act of robbery, while a musician is not typically associated with such a physical ability. Therefore, the argument 'musician' does not have the necessary properties to fit the ARG1 role for the predicate 'rob'."
rob,thief,ARG0,"The ARG0 role should have the properties of being the agent of the action, performing the action, and being the subject of the action.","The argument 'thief' has the property of being the agent of the action, performing the action, and being the subject of the action.","The argument 'thief' fits the ARG0 role for the predicate 'rob' because it is the agent of the action, performing the action, and being the subject of the action."
rob,thief,ARG1,The ARG1 role for the predicate 'rob' should have the properties of being the person or entity that is doing the robbery.,The argument 'thief' has the property of being the person or entity that is doing the robbery.,The argument 'thief' fits the ARG1 role for the predicate 'rob' because it is the person or entity that is doing the robbery.
rob,victim,ARG0,"The ARG0 role should have the properties of being the agent of the action, performing the action, and being the subject of the action.","The argument 'victim' has the property of being the object of the action, which is the person or thing that is being robbed.",The argument 'victim' will fit the ARG0 role for the predicate 'rob' because it is the person or thing that is being robbed.
rob,victim,ARG1,The ARG1 role for the predicate 'rob' should have the properties of being the person or entity that is doing the robbery.,The argument 'victim' has the property of being the person or entity that is being robbed.,The argument 'victim' fits the ARG1 role for the predicate 'rob' because it is the person or entity that is being robbed.
scorn,farmer,ARG0,"The ARG0 role for the predicate 'scorn' should have the properties of being the subject of the sentence, indicating the person or entity that is being scorned.","The argument 'farmer' has the property of being a noun, which is a relevant property for the predicate 'scorn'.",The argument 'farmer' fits the ARG0 role for the predicate 'scorn' because it is the subject of the sentence and is being scorned.
scorn,farmer,ARG1,The ARG1 role for the predicate 'scorn' should have the properties of being the person or thing that is being scorned.,The argument 'farmer' has the property of being a person or thing that is being scorned.,The argument 'farmer' fits the ARG1 role for the predicate 'scorn' because it is the person or thing that is being scorned.
scorn,governor,ARG0,"The ARG0 role for the predicate 'scorn' should have the properties of being the subject of the sentence, indicating the person or entity that is being scorned.","The argument 'governor' has the properties of being the subject of the sentence, indicating the person or entity that is being scorned.",The argument 'governor' will fit the ARG0 role for the predicate 'scorn' because it is the subject of the sentence and is being scorned.
scorn,governor,ARG1,The ARG1 role for the predicate 'scorn' should have the properties of being the person or thing that is being scorned.,The argument 'governor' has the property of being the person or thing that is being scorned.,The argument 'governor' fits the ARG1 role for the predicate 'scorn' because it is the person or thing that is being scorned.
scorn,outcast,ARG0,"The ARG0 role for the predicate 'scorn' should have the properties of being the subject of the sentence, indicating the person or entity that is being scorned.","The argument 'outcast' has the property of being a noun, indicating that it is a person or entity that is being scorned.",The argument 'outcast' fits the ARG0 role for the predicate 'scorn' because it is the person or entity that is being scorned.
scorn,outcast,ARG1,The ARG1 role for the predicate 'scorn' should have the properties of being the person or thing that is being scorned.,"The argument 'outcast' has the property of being a noun, and it is the object of the verb 'scorn'.",The argument 'outcast' fits the ARG1 role for the predicate 'scorn' because it is the person or thing that is being scorned.
scorn,victim,ARG0,"The ARG0 role for the predicate 'scorn' should have the properties of being the subject of the sentence, indicating the person or entity that is being scorned.","The argument 'victim' has the property of being the object of the predicate 'scorn', indicating the person or entity that is being scorned.",The argument 'victim' fits the ARG0 role for the predicate 'scorn' because it is the person or entity that is being scorned.
scorn,victim,ARG1,The ARG1 role for the predicate 'scorn' should have the properties of being the person or thing that is being scorned.,The argument 'victim' has the property of being the person or thing that is being scorned.,The argument 'victim' fits the ARG1 role for the predicate 'scorn' because it is the person or thing that is being scorned.
scratch,cat,ARG0,"The ARG0 role for the predicate 'scratch' should have the properties of being the subject of the action, performing the action, and being the agent of the action.","The argument 'cat' has the properties of being the patient of the action, receiving the action, and being the recipient of the action.","The argument 'cat' will fit the ARG0 role for the predicate 'scratch' because it is the subject of the action, performing the action, and being the agent of the action."
scratch,cat,ARG1,"The ARG1 role for the predicate 'scratch' should have the properties of being a direct object, as it is the thing that is being scratched.","The argument 'cat' has the properties of being a direct object, as it is the thing that is being scratched.",The argument 'cat' fits the ARG1 role for the predicate 'scratch' because it is the thing that is being scratched.
scratch,gardener,ARG0,"The ARG0 role for the predicate 'scratch' should have the properties of being the subject of the action, performing the action, and being the agent of the action.","The argument 'gardener' has the properties of being the agent of the action, as it is the one performing the action of scratching.","The argument 'gardener' fits the ARG0 role for the predicate 'scratch' because it is the subject of the action, performing the action, and being the agent of the action."
scratch,gardener,ARG1,"The ARG1 role for the predicate 'scratch' should have the properties of being a direct object, as it is the thing that is being scratched.","The argument 'gardener' has the property of being a patient, as it is the thing that is being scratched by the predicate 'scratch'.",The argument 'gardener' fits the ARG1 role for the predicate 'scratch' because it is the thing that is being scratched by the predicate.
scratch,scout,ARG0,"The ARG0 role for the predicate 'scratch' should have the properties of being the subject of the action, performing the action, and being the agent of the action.",The argument 'scout' has the property of being a tool used to perform the action of scratching.,The argument 'scout' fits the ARG0 role for the predicate 'scratch' because it is the subject of the action of scratching.
scratch,scout,ARG1,"The ARG1 role for the predicate 'scratch' should have the properties of being a direct object, as it is the thing that is being scratched.","The argument 'scout' has the property of being a noun, as it is a person or animal that is performing the action of scratching.",The argument 'scout' fits the ARG1 role for the predicate 'scratch' because it is the direct object of the action being performed by the subject.
scratch,sofa,ARG0,"The ARG0 role for the predicate 'scratch' should have the properties of being the subject of the action, performing the action, and being the agent of the action.","The argument 'sofa' has the properties of being the object of the action, receiving the action, and being the patient of the action.",The argument 'sofa' will not fit the ARG0 role for the predicate 'scratch' because the sofa is not a living thing and therefore cannot perform the action of scratching.
scratch,sofa,ARG1,"The ARG1 role for the predicate 'scratch' should have the properties of being a direct object, as it is the thing that is being scratched.","The argument 'sofa' has the properties of being a physical object, a piece of furniture, and a surface.",The argument 'sofa' fits the ARG1 role for the predicate 'scratch' because it is the thing that is being scratched.
scratch,woman,ARG0,"The ARG0 role for the predicate 'scratch' should have the properties of being the subject of the action, performing the action, and being the agent of the action.","The argument 'woman' has the property of being the patient of the action, as it is the entity that is being acted upon by the action of 'scratching'.",The argument 'woman' will fit the ARG0 role for the predicate 'scratch' because it is the entity that is being acted upon by the action of 'scratching'.
scratch,woman,ARG1,"The ARG1 role for the predicate 'scratch' should have the properties of being a direct object, as it is the thing that is being scratched.","The argument 'woman' has the property of being a patient, as it is the entity that is being acted upon by the action of scratching.",The argument 'woman' fits the ARG1 role for the predicate 'scratch' because it is the entity that is being acted upon by the action of scratching.
scrub,dog,ARG0,"The ARG0 role for the predicate 'scrub' should have the properties of being a direct object, as it is the thing that is being cleaned or scrubbed.","The argument 'dog' has the properties of being a direct object, as it is the thing that is being cleaned or scrubbed by the predicate 'scrub'.","The argument 'dog' fits the ARG0 role for the predicate 'scrub' because it is the direct object of the verb 'scrub', indicating the thing that is being cleaned or scrubbed."
scrub,dog,ARG1,The ARG1 role for the predicate 'scrub' should have the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,The argument 'dog' has the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,The argument 'dog' fits the ARG1 role for the predicate 'scrub' because it is a noun or a pronoun that refers to the surface or object being cleaned.
scrub,floor,ARG0,"The ARG0 role for the predicate 'scrub' should have the properties of being a direct object, as it is the thing that is being cleaned or scrubbed.","The argument 'floor' has the properties of being a direct object, as it is the thing that is being cleaned or scrubbed by the predicate 'scrub'.",The argument 'floor' fits the ARG0 role for the predicate 'scrub' because it is the thing that is being cleaned or scrubbed by the verb 'scrub'.
scrub,floor,ARG1,The ARG1 role for the predicate 'scrub' should have the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,The argument 'floor' has the properties of being a noun that refers to a surface or object that is being cleaned.,The argument 'floor' fits the ARG1 role for the predicate 'scrub' because it is a noun that refers to the surface or object being cleaned.
scrub,infant,ARG0,"The ARG0 role for the predicate 'scrub' should have the properties of being a direct object, as it is the thing that is being cleaned or scrubbed.","The argument 'infant' has the property of being a patient, as it is the thing that is being cleaned or scrubbed by the scrubbing action.",The argument 'infant' will fit the ARG0 role for the predicate 'scrub' because it is the thing that is being cleaned or scrubbed by the scrubbing action.
scrub,infant,ARG1,The ARG1 role for the predicate 'scrub' should have the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,"The argument 'infant' has the properties of being a noun that refers to a young child, typically under the age of one.","The argument 'infant' will not fit the ARG1 role for the predicate 'scrub' because the ARG1 role requires a noun or pronoun that refers to the surface or object being cleaned, while 'infant' refers to a young child."
scrub,janitor,ARG0,"The ARG0 role for the predicate 'scrub' should have the properties of being a direct object, as it is the thing that is being cleaned or scrubbed.",The argument 'janitor' has the property of being a person who performs the action of scrubbing or cleaning.,The argument 'janitor' fits the ARG0 role for the predicate 'scrub' because it is the person or entity that is performing the action of scrubbing or cleaning.
scrub,janitor,ARG1,The ARG1 role for the predicate 'scrub' should have the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,"The argument 'janitor' has the properties of being a noun or a pronoun that refers to the surface or object being cleaned, which is relevant to the semantic role of ARG1 in the predicate 'scrub'.",The argument 'janitor' fits the ARG1 role for the predicate 'scrub' because it is a noun or a pronoun that refers to the surface or object being cleaned.
scrub,maid,ARG0,"The ARG0 role for the predicate 'scrub' should have the properties of being a direct object, as it is the thing that is being cleaned or scrubbed.","The argument 'maid' has the properties of being a direct object, as it is the thing that is being cleaned or scrubbed by the predicate 'scrub'.",The argument 'maid' fits the ARG0 role for the predicate 'scrub' because it is the thing that is being cleaned or scrubbed by the predicate.
scrub,maid,ARG1,The ARG1 role for the predicate 'scrub' should have the properties of being a noun or a pronoun that refers to the surface or object being cleaned.,"The argument 'maid' has the properties of being a noun that refers to a person who performs cleaning tasks, such as dusting, vacuuming, and mopping.","The argument 'maid' does not fit the ARG1 role for the predicate 'scrub' because the ARG1 role requires a noun or pronoun that refers to the surface or object being cleaned, while 'maid' refers to a person who performs cleaning tasks."
search,house,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,"The argument 'house' has the properties of being the object of the search action, and the entity that is being searched.",The argument 'house' fits the ARG0 role for the predicate 'search' because it is the entity that is being searched.
search,house,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,"The argument 'house' has the properties of being a noun, a concrete referent, and a physical entity.","The argument 'house' fits the ARG1 role for the predicate 'search' because it is a noun that refers to a physical entity, which is the type of entity that is typically searched for in the context of the predicate 'search'."
search,mother,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'mother' has the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'mother' fits the ARG0 role for the predicate 'search' because it is the subject of the sentence and the entity that is performing the action of searching.
search,mother,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'mother' has the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'mother' fits the ARG1 role for the predicate 'search' because it is the entity being searched for.
search,patrolman,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'patrolman' has the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'patrolman' fits the ARG0 role for the predicate 'search' because it is the subject of the sentence and the entity that is performing the action of searching.
search,patrolman,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'patrolman' has the property of being a noun that refers to a person who is responsible for patrolling or policing a particular area or situation.,"The argument 'patrolman' fits the ARG1 role for the predicate 'search' because it is a noun that refers to a person who is responsible for patrolling or policing a particular area or situation, which is the entity being searched for."
search,prisoner,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,"The argument 'prisoner' has the properties of being the object of the action of searching, and the entity that is being searched for.",The argument 'prisoner' fits the ARG0 role for the predicate 'search' because it is the entity that is being searched for.
search,prisoner,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'prisoner' has the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'prisoner' fits the ARG1 role for the predicate 'search' because it is the entity being searched for.
search,room,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'room' has the properties of being the object of the action of searching.,The argument 'room' will fit the ARG0 role for the predicate 'search' because it is the entity that is being searched.
search,room,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'room' has the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'room' fits the ARG1 role for the predicate 'search' because it is the entity being searched for.
search,thief,ARG0,The ARG0 role for the predicate 'search' should have the properties of being the subject of the sentence and the entity that is performing the action of searching.,The argument 'thief' has the properties of being the object of the action of searching and the entity that is being searched for.,The argument 'thief' fits the ARG0 role for the predicate 'search' because it is the entity that is being searched for.
search,thief,ARG1,The ARG1 role for the predicate 'search' should have the properties of being a noun or a pronoun that refers to the entity being searched for.,The argument 'thief' has the properties of being a noun that refers to a person who steals or commits theft.,"The argument 'thief' fits the ARG1 role for the predicate 'search' because it is a noun that refers to the entity being searched for. In the sentence ""The thief was searched,"" the thief is the entity being searched for, and it is the ARG1 of the verb 'search.'"
seat,artist,ARG0,The ARG0 role for the predicate 'seat' should have the properties of being a person or a group of people who are sitting on the seat.,"The argument 'artist' has the property of being a person or a group of people who are creating or producing something, such as a piece of art or a work of literature.","The argument 'artist' does not fit the ARG0 role for the predicate 'seat' because the ARG0 role is typically used to refer to the person or group of people who are sitting on the seat, not the person or group of people who are creating or producing something."
seat,artist,ARG1,The ARG1 role for the predicate 'seat' should have the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'artist' has the properties of being a noun or a pronoun that refers to a person who creates art.,"The argument 'artist' does not fit the ARG1 role for the predicate 'seat' because the ARG1 role requires a noun or pronoun that refers to the person or thing that is sitting, while the argument 'artist' refers to a person who creates art. Therefore, the argument 'artist' does not fit the ARG1 role for the predicate 'seat'."
seat,boyfriend,ARG0,The ARG0 role for the predicate 'seat' should have the properties of being a person or a group of people who are sitting on the seat.,The argument 'boyfriend' has the property of being a person who is sitting on the seat.,The argument 'boyfriend' will fit the ARG0 role for the predicate 'seat' because it is a person who is sitting on the seat.
seat,boyfriend,ARG1,The ARG1 role for the predicate 'seat' should have the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'boyfriend' has the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'boyfriend' fits the ARG1 role for the predicate 'seat' because it is a noun or a pronoun that refers to the person or thing that is sitting.
seat,custodian,ARG0,The ARG0 role for the predicate 'seat' should have the properties of being a person or a group of people who are sitting on the seat.,The argument 'custodian' has the property of being a person or group of people who are responsible for the maintenance and upkeep of the seat.,The argument 'custodian' fits the ARG0 role for the predicate 'seat' because it is the person or group of people who are responsible for the maintenance and upkeep of the seat.
seat,custodian,ARG1,The ARG1 role for the predicate 'seat' should have the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'custodian' has the properties of being a noun or a pronoun that refers to the person or thing that is responsible for the maintenance or care of the seat.,The argument 'custodian' fits the ARG1 role for the predicate 'seat' because it is a noun or a pronoun that refers to the person or thing that is responsible for the maintenance or care of the seat.
seat,guest,ARG0,The ARG0 role for the predicate 'seat' should have the properties of being a person or a group of people who are sitting on the seat.,The argument 'guest' has the property of being a person or a group of people who are occupying the seat.,The argument 'guest' fits the ARG0 role for the predicate 'seat' because it is the person or group of people who are occupying the seat.
seat,guest,ARG1,The ARG1 role for the predicate 'seat' should have the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'guest' has the properties of being a noun or a pronoun that refers to the person or thing that is sitting.,The argument 'guest' fits the ARG1 role for the predicate 'seat' because it is a noun or a pronoun that refers to the person or thing that is sitting.
see,exhibit,ARG0,The ARG0 role for the predicate 'see' should have the properties of being the subject of the sentence and the entity that is performing the action of seeing.,The argument 'exhibit' has the properties of being the direct object of the predicate 'see' and the entity that is being seen.,The argument 'exhibit' fits the ARG0 role for the predicate 'see' because it is the entity that is being seen.
see,exhibit,ARG1,"The ARG1 role for the predicate 'see' should have the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.","The argument 'exhibit' has the properties of being the direct object of the verb 'see', and the thing that is being seen.","The argument 'exhibit' fits the ARG1 role for the predicate 'see' because it is the direct object of the verb 'see', and the thing that is being seen."
see,truck,ARG0,The ARG0 role for the predicate 'see' should have the properties of being the subject of the sentence and the entity that is performing the action of seeing.,The argument 'truck' has the properties of being the object of the sentence and the entity that is being seen.,The argument 'truck' will fit the ARG0 role for the predicate 'see' because it is the entity that is being seen.
see,truck,ARG1,"The ARG1 role for the predicate 'see' should have the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.","The argument 'truck' has the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.",The argument 'truck' fits the ARG1 role for the predicate 'see' because it is the object of the sentence and the thing that is being seen.
see,voyeur,ARG0,The ARG0 role for the predicate 'see' should have the properties of being the subject of the sentence and the entity that is performing the action of seeing.,"The argument 'voyeur' has the property of being a noun, and it is the object of the verb 'see'.",The argument 'voyeur' will fit the ARG0 role for the predicate 'see' because it is the subject of the sentence and the entity that is performing the action of seeing.
see,voyeur,ARG1,"The ARG1 role for the predicate 'see' should have the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.","The argument 'voyeur' has the property of being a noun, and it is the object of the sentence.",The argument 'voyeur' fits the ARG1 role for the predicate 'see' because it is the object of the sentence and the thing that is being seen.
see,worm,ARG0,The ARG0 role for the predicate 'see' should have the properties of being the subject of the sentence and the entity that is performing the action of seeing.,The argument 'worm' has the properties of being the object of the sentence and the entity that is being seen.,The argument 'worm' will fit the ARG0 role for the predicate 'see' because it is the entity that is being seen.
see,worm,ARG1,"The ARG1 role for the predicate 'see' should have the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.","The argument 'worm' has the properties of being the object of the sentence, the thing that is being seen, and the thing that is doing the seeing.",The argument 'worm' fits the ARG1 role for the predicate 'see' because it is the object of the sentence and the thing that is being seen.
select,contestant,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,"The argument 'contestant' has the property of being the patient of the action, as it is the entity that is being selected.",The argument 'contestant' will fit the ARG0 role for the predicate 'select' because it is the entity that is being selected.
select,contestant,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,The argument 'contestant' has the properties of being the object of the action and the entity that is being selected.,"Yes, the argument 'contestant' fits the ARG1 role for the predicate 'select'."
select,contractor,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,The argument 'contractor' has the property of being the agent or the doer of the action.,The argument 'contractor' will fit the ARG0 role for the predicate 'select' because it is the entity that is performing the action of selecting.
select,contractor,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,The argument 'contractor' has the properties of being the object of the action and the entity that is being selected.,The argument 'contractor' fits the ARG1 role for the predicate 'select' because it is the entity that is being selected by the action of selecting.
select,gourmet,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,The argument 'gourmet' has the property of being a type of food or cuisine.,"The argument 'gourmet' does not fit the ARG0 role for the predicate 'select' because the ARG0 role is typically used to indicate the agent or doer of an action, and 'gourmet' is not a person or entity that can perform the action of selecting something."
select,gourmet,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,The argument 'gourmet' has the property of being a type of food or dish that is considered to be of high quality or sophistication.,The argument 'gourmet' fits the ARG1 role for the predicate 'select' because it is the object of the action and the entity that is being selected.
select,obstetrician,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,The argument 'obstetrician' has the property of being a medical professional with expertise in obstetrics and gynecology.,"The argument 'obstetrician' fits the ARG0 role for the predicate 'select' because it is a medical professional with expertise in obstetrics and gynecology, and is therefore qualified to make a selection or choice in the context of the predicate."
select,obstetrician,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,The argument 'obstetrician' has the properties of being a medical professional who specializes in the care of pregnant women and the delivery of babies.,"The argument 'obstetrician' fits the ARG1 role for the predicate 'select' because it is the entity that is being selected. In the sentence ""The obstetrician selected the baby's umbilical cord,"" the obstetrician is the entity that is being selected, and therefore fits the ARG1 role."
select,recipe,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,"The argument 'recipe' has the property of being the object of the action, as it is the thing that is being selected.","The argument 'recipe' fits the ARG0 role for the predicate 'select' because it is the object of the action, which is the thing that is being selected."
select,recipe,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,The argument 'recipe' has the properties of being the object of the action and the entity that is being selected.,The argument 'recipe' fits the ARG1 role for the predicate 'select' because it is the object of the action and the entity that is being selected.
select,secretary,ARG0,The ARG0 role for the predicate 'select' should have the properties of being the agent or the doer of the action.,The argument 'secretary' has the property of being a person who is involved in the selection process.,The argument 'secretary' fits the ARG0 role for the predicate 'select' because it is the person who is involved in the selection process.
select,secretary,ARG1,The ARG1 role for the predicate 'select' should have the properties of being the object of the action and the entity that is being selected.,"The argument 'secretary' has the properties of being a person, a human, and a member of a group or organization.",The argument 'secretary' fits the ARG1 role for the predicate 'select' because it is the object of the action and the entity that is being selected.
