predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
scrub,infant,ARG1,The maid scrubbed the infant's dirty diaper.,0.75,The nurse scrubbed the infant's hands with soap.,0.75,The mother scrubbed the infant's face with a washcloth.,0.75,The father scrubbed the infant's back with a towel.,0.75,The doctor scrubbed the infant's skin with antibacterial gel.,0.75,5.1,0.75
scrub,janitor,ARG0,The janitor scrubbed the floor.,0.75,The janitor scrubbed the toilet.,0.75,The janitor scrubbed the sink.,0.75,The janitor scrubbed the shower.,0.75,The janitor scrubbed the bathtub.,0.75,6.8,0.75
scrub,janitor,ARG1,The janitor scrubbed the floor.,0.75,The janitor scrubbed the toilet.,0.75,The janitor scrubbed the sink.,0.75,The janitor scrubbed the shower.,0.75,The janitor scrubbed the bathtub.,0.75,1.4,0.75
scrub,maid,ARG0,The maid scrubbed the floor.,0.75,The maid scrubbed the countertops.,0.75,The maid scrubbed the sink.,0.75,The maid scrubbed the toilet.,0.75,The maid scrubbed the shower.,0.75,6.7,0.75
scrub,maid,ARG1,The maid scrubbed the floor.,0.75,The maid scrubbed the dishes.,0.75,The maid scrubbed the car.,0.75,The maid scrubbed the dog.,0.75,The maid scrubbed the cat.,0.75,1.6,0.75
search,house,ARG0,I searched the house for my keys.,0.75,The police searched the house for clues.,0.75,The search party searched the house for survivors.,0.75,The search engine searched the house for relevant information.,0.75,The search committee searched the house for potential candidates.,0.75,1.1,0.75
search,house,ARG1,I searched the house for the missing key.,0.75,The police searched the house for clues.,0.75,The detective searched the house for evidence.,0.75,The search party searched the house for survivors.,0.75,The search engine searched the house for relevant information.,0.75,6.1,0.75
search,mother,ARG0,The mother searched for her lost child.,0.75,The mother searched for the missing key.,0.75,The mother searched for the hidden treasure.,0.75,The mother searched for the lost book.,0.75,The mother searched for the missing piece of jewelry.,0.75,5.4,0.75
search,mother,ARG1,The mother searched for her lost child.,0.75,The mother searched for the missing key.,0.75,The mother searched for the hidden treasure.,0.75,The mother searched for the lost dog.,0.75,The mother searched for the missing cat.,0.75,1.9,0.75
search,patrolman,ARG0,The patrolman searched the area for the suspect.,0.75,The patrolman searched the suspect's car for evidence.,0.75,The patrolman searched the suspect's pockets for any clues.,0.75,The patrolman searched the suspect's home for any signs of wrongdoing.,0.75,,0.75,6.3,0.75
search,patrolman,ARG1,The patrolman searched the area for clues.,0.75,The patrolman searched the suspect's car for evidence.,0.75,,0.75,The patrolman searched the crime scene for any signs of tampering.,0.75,,0.75,1.4,0.75
search,prisoner,ARG0,The police searched the prisoner for weapons.,0.75,,0.75,,0.75,,0.75,,0.75,1.7,0.75
search,prisoner,ARG1,The police searched the prisoner for weapons.,0.75,,0.75,,0.75,,0.75,,0.75,6.2,0.75
search,room,ARG0,I searched the room for the missing key.,0.75,The police searched the room for clues.,0.75,The detective searched the room for any signs of foul play.,0.75,The search party searched the room for survivors.,0.75,The search for the missing person was conducted in the room.,0.75,1.1,0.75
search,room,ARG1,I searched the room for the missing key.,0.75,The police searched the room for clues.,0.75,The detective searched the room for any signs of foul play.,0.75,The search party searched the room for survivors.,0.75,The search for the missing person was conducted in the room.,0.75,6,0.75
search,thief,ARG0,The thief searched the room for the missing jewels.,0.75,The thief searched the neighborhood for clues.,0.75,The thief searched the internet for information.,0.75,The thief searched the library for books on the topic.,0.75,The thief searched the park for a place to hide.,0.75,5.7,0.75
search,thief,ARG1,The thief searched the room for the missing jewels.,0.75,The thief searched the neighborhood for clues.,0.75,The thief searched the internet for information.,0.75,The thief searched the library for books on the topic.,0.75,The thief searched the park for a place to hide.,0.75,6.1,0.75
seat,artist,ARG0,The artist sat on the chair.,0.75,The artist sat on the table.,0.75,The artist sat on the floor.,0.75,,0.75,The artist sat on the couch.,0.75,3.1,0.75
seat,artist,ARG1,The artist sat on the chair.,0.75,The artist sat on the table.,0.75,The artist sat on the floor.,0.75,,0.75,The artist sat on the couch.,0.75,3.7,0.75
seat,boyfriend,ARG0,The boyfriend sat on the couch.,0.75,The boyfriend sat in the chair.,0.75,The boyfriend sat on the bed.,0.75,The boyfriend sat in the car.,0.75,The boyfriend sat on the train.,0.75,5,0.75
seat,boyfriend,ARG1,The boyfriend sat on the couch.,0.75,The boyfriend sat in the chair.,0.75,The boyfriend sat on the bed.,0.75,The boyfriend sat in the car.,0.75,The boyfriend sat on the train.,0.75,4.1,0.75
seat,custodian,ARG0,The custodian sat on the chair.,0.75,The chair was sat on by the custodian.,0.75,,0.75,,0.75,"The custodian sat on the chair, but then the chair was sat on by someone else.",0.75,2,0.75
seat,custodian,ARG1,The custodian sat on the chair.,0.75,The chair was sat on by the custodian.,0.75,,0.75,,0.75,"The custodian sat on the chair, but then the chair was sat on by someone else.",0.75,1.7,0.75
seat,guest,ARG0,The guest sat on the couch.,0.75,The guest sat in the chair.,1.0,The guest sat on the bed.,1.0,The guest sat in the car.,0.75,The guest sat on the train.,0.75,2.7,0.85
seat,guest,ARG1,The guest sat on the chair.,1.0,,0.75,,0.75,,0.75,,0.75,6.5,0.8
see,exhibit,ARG0,I saw the exhibit at the museum.,0.75,The exhibit was seen by many people at the art gallery.,0.75,The exhibit was seen by the artist at the art fair.,0.75,The exhibit was seen by the curator at the museum.,0.75,The exhibit was seen by the critic at the art review.,0.75,1.2,0.75
see,exhibit,ARG1,I saw the exhibit at the museum.,0.75,The exhibit was on display at the art gallery.,0.75,The exhibit was a collection of paintings by the famous artist.,0.75,The exhibit was a display of the latest technology.,0.75,The exhibit was a showcase of the company's products.,0.75,6.8,0.75
see,truck,ARG0,I saw a truck.,0.75,The truck was seen by me.,0.75,The truck was seen by the driver.,0.75,The driver saw the truck.,0.75,The truck was seen by the passengers.,0.75,1.1,0.75
see,truck,ARG1,I saw a truck driving down the road.,0.75,The truck was seen driving down the road.,0.75,The truck was seen driving by the park.,0.75,The truck was seen driving by the river.,0.75,The truck was seen driving by the lake.,0.75,6.1,0.75
see,voyeur,ARG0,The voyeur saw the naked woman in the bathroom.,0.75,The voyeur saw the man in the bedroom.,0.75,The voyeur saw the woman in the kitchen.,0.75,The voyeur saw the man in the living room.,0.75,The voyeur saw the woman in the garden.,0.75,5.8,0.75
see,voyeur,ARG1,The voyeur saw the naked woman in the bathroom.,0.75,The voyeur saw the man masturbating in the park.,0.75,The voyeur saw the couple having sex in the bedroom.,0.75,The voyeur saw the child playing with a toy in the living room.,0.75,The voyeur saw the old man sleeping in the bed.,0.75,2.9,0.75
see,worm,ARG0,I saw a worm crawling on the ground.,0.75,The worm was seen by me.,0.75,The worm was seen by the dog.,0.75,The worm was seen by the cat.,0.75,The worm was seen by the bird.,0.75,2.4,0.75
see,worm,ARG1,I saw a worm crawling on the ground.,0.75,The worm was seen by me.,0.75,The worm was seen by the dog.,0.75,The worm was seen by the cat.,0.75,The worm was seen by the bird.,0.75,4.3,0.75
select,contestant,ARG0,Select the contestant with the highest score.,0.75,Select the contestant who has the most experience.,0.75,Select the contestant who is the most qualified.,0.75,Select the contestant who has the best chance of winning.,0.75,Select the contestant who is the most popular among the audience.,0.75,5.7,0.75
select,contestant,ARG1,Select the contestant with the highest score.,0.75,Select the contestant who has the most experience.,0.75,Select the contestant who is the most qualified.,0.75,Select the contestant who has the best chance of winning.,0.75,Select the contestant who is the most popular among the audience.,0.75,5.2,0.75
select,contractor,ARG0,The contractor selected the best candidate for the job.,0.75,The contractor selected the most qualified candidate.,0.75,The contractor selected the candidate with the most experience.,0.75,The contractor selected the candidate with the best skills.,0.75,The contractor selected the candidate who was the most suitable for the job.,0.75,5.1,0.75
select,contractor,ARG1,The contractor selected the best candidate for the job.,0.75,The contractor selected the most qualified candidate for the position.,0.75,The contractor selected the candidate with the most relevant experience for the role.,0.75,The contractor selected the candidate with the best communication skills for the project.,0.75,The contractor selected the candidate with the most innovative ideas for the product.,0.75,5,0.75
select,gourmet,ARG0,Select a gourmet restaurant for dinner.,0.75,Select a gourmet dish for the party.,0.75,Select a gourmet wine for the occasion.,0.75,Select a gourmet dessert for dessert.,0.75,Select a gourmet cooking class for a fun activity.,0.75,4.3,0.75
select,gourmet,ARG1,Select the gourmet restaurant for dinner.,0.75,Select the gourmet dish for the special occasion.,0.75,Select the gourmet ingredients for the recipe.,0.75,Select the gourmet chef for the cooking competition.,0.75,Select the gourmet wine for the dinner party.,0.75,3.8,0.75
select,obstetrician,ARG0,The obstetrician selected the best hospital for the delivery.,0.75,The obstetrician selected the most experienced doctor for the delivery.,0.75,The obstetrician selected the best equipment for the delivery.,0.75,The obstetrician selected the most comfortable delivery room for the delivery.,0.75,The obstetrician selected the best food for the delivery.,0.75,4.2,0.75
select,obstetrician,ARG1,Select an obstetrician to deliver the baby.,0.75,Select an obstetrician to assist with the delivery.,0.75,Select an obstetrician to provide prenatal care.,0.75,Select an obstetrician to perform the cesarean section.,0.75,Select an obstetrician to monitor the baby's health after delivery.,0.75,4.6,0.75
select,recipe,ARG0,Select the recipe for the dinner party.,0.75,Select the recipe for the weekend getaway.,0.75,Select the recipe for the family dinner.,0.75,Select the recipe for the birthday celebration.,0.75,Select the recipe for the anniversary dinner.,0.75,2.2,0.75
select,recipe,ARG1,Select the recipe for the dinner party.,0.75,Select the recipe for the weekend getaway.,0.75,Select the recipe for the family dinner.,0.75,Select the recipe for the special occasion.,0.75,Select the recipe for the quick and easy meal.,0.75,4.4,0.75
select,secretary,ARG0,The company selected Sarah as the new secretary.,0.75,,0.75,,0.75,,0.75,,0.75,4.6,0.75
select,secretary,ARG1,Select the secretary to lead the meeting.,0.75,Select the secretary to handle the correspondence.,0.75,Select the secretary to manage the office supplies.,0.75,Select the secretary to assist the CEO with administrative tasks.,0.75,Select the secretary to provide support to the team.,0.75,3.9,0.75
send,assistant,ARG0,Send an assistant to the store.,0.75,Send my assistant to the meeting.,0.75,Send the assistant to the conference.,0.75,Send the assistant to the office.,0.75,Send the assistant to the hospital.,0.75,5.3,0.75
send,assistant,ARG1,Send an assistant to the store.,0.75,Send the assistant to the store.,0.75,Send the assistant to the store to buy milk.,0.75,Send the assistant to the store to buy milk and eggs.,0.75,"Send the assistant to the store to buy milk, eggs, and bread.",0.75,3.4,0.75
send,child,ARG0,Send the child to school.,1.0,Send the child to the doctor.,1.0,Send the child to the park.,1.0,Send the child to bed early.,1.0,Send the child to the store to buy some candy.,0.75,2.1,0.95
send,child,ARG1,Send the child to school.,1.0,Send the child to the doctor.,1.0,Send the child to the park.,1.0,Send the child to the store.,1.0,Send the child to the beach.,1.0,3,1.0
send,lawyer,ARG0,The lawyer sent the documents to the client.,0.75,The client sent the lawyer the documents.,0.75,The lawyer sent the documents to the judge.,0.75,The judge sent the documents to the lawyer.,0.75,The lawyer sent the documents to the court.,0.75,5.2,0.75
send,lawyer,ARG1,The lawyer sent the documents to the client.,0.75,The client sent the lawyer the documents.,0.75,The lawyer sent the documents to the judge.,0.75,The judge sent the documents to the lawyer.,0.75,The lawyer sent the documents to the court.,0.75,3.1,0.75
send,manager,ARG0,The manager sent the report to the client.,0.75,The manager sent the package to the customer.,0.75,The manager sent the email to the recipient.,0.75,The manager sent the message to the recipient.,0.75,The manager sent the document to the recipient.,0.75,5.6,0.75
send,manager,ARG1,The manager sent the report to the client.,0.75,The manager sent the team a message.,0.75,The manager sent the employee a promotion.,0.75,The manager sent the team a new project.,0.75,The manager sent the employee a raise.,0.75,2.9,0.75
send,package,ARG0,I sent the package to my friend.,0.75,The package was sent to me by my colleague.,0.75,The package was sent to the post office by the mailman.,0.75,The package was sent to the customer by the delivery person.,1.0,The package was sent to the recipient by the courier.,1.0,1.6,0.85
send,package,ARG1,I sent the package to my friend.,0.75,The package was sent to the post office.,0.75,The package was sent by the courier.,0.75,The package was sent to the wrong address.,0.75,The package was sent to the wrong person.,0.75,6.2,0.75
sentence,chef,ARG0,The chef made a delicious meal.,0.75,The chef prepared the meal.,0.75,The chef cooked the meal.,0.75,The chef created the meal.,0.75,The chef made the meal.,0.75,1.2,0.75
sentence,chef,ARG1,The chef made a delicious meal.,0.75,The chef prepared the meal.,0.75,The chef cooked the meal.,0.75,The chef created the meal.,0.75,The chef made the meal.,0.75,1.7,0.75
sentence,criminal,ARG0,The criminal was sentenced to life in prison.,1.0,The judge sentenced the criminal to 5 years in prison.,0.75,The prosecutor sentenced the criminal to community service.,0.75,,0.75,The criminal was sentenced to a year in jail.,0.75,1.3,0.8
sentence,criminal,ARG1,The criminal was sentenced to life in prison.,0.75,The judge sentenced the criminal to 5 years in prison.,0.75,The prosecutor sentenced the criminal to community service.,0.75,,0.75,The judge sentenced the criminal to a fine and community service.,0.75,6.7,0.75
sentence,defendant,ARG0,The defendant sentenced the judge to a year in prison.,0.75,The judge sentenced the defendant to a year in prison.,0.75,,0.75,,0.75,,0.75,1.2,0.75
sentence,defendant,ARG1,The defendant was sentenced to 5 years in prison.,0.75,The defendant was sentenced to a fine of $1000.,0.75,The defendant was sentenced to community service.,0.75,The defendant was sentenced to probation.,0.75,The defendant was sentenced to a suspended sentence.,0.75,6.4,0.75
sentence,judge,ARG0,The judge sentenced the defendant to prison.,0.75,The judge ruled in favor of the plaintiff.,0.75,The judge dismissed the case.,0.75,The judge declared the contract invalid.,0.75,The judge ordered the defendant to pay damages.,0.75,6.9,0.75
sentence,judge,ARG1,The judge sentenced the defendant to prison.,0.75,The judge ruled in favor of the plaintiff.,0.75,The judge dismissed the case.,0.75,The judge declared the contract invalid.,0.75,The judge ordered the defendant to pay damages.,0.75,1.3,0.75
sentence,tailor,ARG0,The tailor sewed a new dress for the bride.,0.75,The tailor cut out the pattern for the new suit.,0.75,The tailor measured the fabric for the new shirt.,0.75,The tailor stitched the seams for the new pants.,0.75,The tailor ironed the creases out of the new shirt.,0.75,1.1,0.75
sentence,tailor,ARG1,,0.75,The sentence was sewn by the tailor.,0.75,,0.75,The sentence was carefully sewn by the tailor.,0.75,,0.75,1.8,0.75
separate,boxers,ARG0,The boxers separated the team into two groups.,0.75,The boxers separated the team members by gender.,0.75,The boxers separated the team members by skill level.,0.75,,0.75,The boxers separated the team members by nationality.,0.75,3.1,0.75
separate,boxers,ARG1,The boxers separated the team into two groups.,0.75,The boxers separated the team members by gender.,0.75,The boxers separated the team members by skill level.,0.75,,0.75,The boxers separated the team members by nationality.,0.75,5.7,0.75
separate,organizer,ARG0,The organizer separated the guests into two groups for the party.,0.75,The organizer separated the food into different dishes for the guests.,0.75,The organizer separated the tasks into different categories for the project.,0.75,The organizer separated the data into different sets for the analysis.,0.75,The organizer separated the team into different departments for the company.,0.75,6,0.75
separate,organizer,ARG1,The organizer separated the guests into two groups for the party.,0.75,The organizer separated the food into different dishes for the guests.,0.75,The organizer separated the tasks into different categories for the project.,0.75,The organizer separated the data into different sets for the analysis.,0.75,The organizer separated the team into different departments for the company.,0.75,3.1,0.75
separate,squirrel,ARG0,The squirrel separated the nuts from the shells.,0.75,The squirrel separated the nuts from the acorns.,0.75,The squirrel separated the acorns from the shells.,0.75,The squirrel separated the nuts from the other nuts.,0.75,The squirrel separated the acorns from the other acorns.,0.75,2.9,0.75
separate,squirrel,ARG1,The squirrel separated the nuts from the shells.,0.75,The squirrel separated the nuts from the acorns.,0.75,The squirrel separated the acorns from the shells.,0.75,The squirrel separated the nuts from the other nuts.,0.75,The squirrel separated the acorns from the other acorns.,0.75,1.4,0.75
separate,twins,ARG0,The twins were separated at birth.,1.0,The twins were separated by their parents.,0.75,The twins were separated by their different interests.,0.75,The twins were separated by their different personalities.,0.75,The twins were separated by their different lifestyles.,0.75,2.9,0.8
separate,twins,ARG1,The twins were separated at birth.,0.75,The twins were separated by their parents.,0.75,The twins were separated by their different interests.,0.75,The twins were separated by their different personalities.,0.75,The twins were separated by their different lifestyles.,0.75,3.3,0.75
serve,butler,ARG0,The butler served the guests with dinner.,0.75,The butler served the meal to the guests.,0.75,The butler served the meal to the guests with a smile.,0.75,The butler served the meal to the guests with a bow.,0.75,The butler served the meal to the guests with a flourish.,0.75,6.7,0.75
serve,butler,ARG1,The butler served the guests with the delicious food.,0.75,The butler served the king with a glass of wine.,0.75,The butler served the queen with a bowl of soup.,0.75,The butler served the guests with a tray of hors d'oeuvres.,0.75,The butler served the guests with a plate of dessert.,0.75,2.1,0.75
serve,customer,ARG0,The waiter served the customer a delicious meal.,0.75,The bartender served the customer a refreshing drink.,0.75,The server served the customer a warm smile.,0.75,The hostess served the customer a warm welcome.,0.75,The chef served the customer a delectable dish.,0.75,1.5,0.75
serve,customer,ARG1,The waiter served the customer a delicious meal.,0.75,The bartender served the customer a refreshing drink.,0.75,The server served the customer a warm smile.,0.75,The hostess served the customer a warm welcome.,0.75,The chef served the customer a delectable dish.,0.75,7,0.75
serve,food,ARG0,The waiter served us a delicious meal.,0.75,The chef served the food to the customers.,0.75,,0.75,The waiter served the food to the hungry people.,0.75,,0.75,1.1,0.75
serve,food,ARG1,The waiter served us a delicious meal.,0.75,The chef served the food to the customers.,0.75,,0.75,The waiter served the food to the hungry people.,0.75,,0.75,6.2,0.75
serve,patron,ARG0,The waiter served the patron a delicious meal.,0.75,The bartender served the patron a refreshing drink.,0.75,The hostess served the patron a warm welcome.,0.75,The chef served the patron a delectable dish.,0.75,The server served the patron a prompt and attentive service.,0.75,1.9,0.75
serve,patron,ARG1,The waiter served the patron a delicious meal.,0.75,The bartender served the patron a refreshing drink.,0.75,The hostess served the patron a warm welcome.,0.75,The chef served the patron a delectable dish.,0.75,The server served the patron a prompt and attentive service.,0.75,5.9,0.75
serve,waitress,ARG0,The waitress served the customer a meal.,0.75,The waitress served the meal to the customer.,0.75,The waitress served the meal to the customer with a smile.,0.75,The waitress served the meal to the customer with a friendly demeanor.,0.75,The waitress served the meal to the customer with a warm smile.,0.75,6.8,0.75
serve,waitress,ARG1,The waitress served the customer a delicious meal.,0.75,The waitress served the food to the customer.,0.75,The waitress served the drinks to the customer.,0.75,The waitress served the dessert to the customer.,0.75,The waitress served the bill to the customer.,0.75,2.5,0.75
shoot,assassin,ARG0,The assassin shot the president.,0.75,The assassin shot the prime minister.,0.75,The assassin shot the CEO.,0.75,The assassin shot the head of the company.,0.75,The assassin shot the leader of the opposition.,0.75,6.9,0.75
shoot,assassin,ARG1,The assassin shot the president.,0.75,The president was shot by the assassin.,0.75,The assassin shot the president with a gun.,0.75,The president was shot by the assassin with a gun.,0.75,The assassin shot the president with a bullet.,0.75,2.2,0.75
shoot,deer,ARG0,The hunter shot the deer.,0.75,The deer was shot by the hunter.,0.75,The hunter shot the deer with a bow and arrow.,0.75,The deer was shot by the hunter with a bow and arrow.,0.75,The hunter shot the deer with a rifle.,0.75,1,0.75
shoot,deer,ARG1,The hunter shot the deer.,0.75,The deer was shot by the hunter.,0.75,The hunter shot the deer with a bow and arrow.,0.75,The deer was shot by the hunter with a bow and arrow.,0.75,The hunter shot the deer with a rifle.,0.75,6.4,0.75
shoot,duck,ARG0,The hunter shot the duck.,0.75,The duck was shot by the hunter.,0.75,The duck was shot.,0.75,The hunter shot the duck with a gun.,0.75,The duck was shot by a hunter with a gun.,0.75,1,0.75
shoot,duck,ARG1,The hunter shot the duck.,0.75,The duck was shot by the hunter.,0.75,The duck was shot.,0.75,The hunter shot the duck with a gun.,0.75,The duck was shot by a hunter with a gun.,0.75,6.5,0.75
shoot,hunter,ARG0,The hunter shot the deer.,0.75,The hunter shot the wolf.,0.75,The hunter shot the rabbit.,0.75,The hunter shot the bird.,0.75,The hunter shot the squirrel.,0.75,6.9,0.75
shoot,hunter,ARG1,The hunter shot the deer.,0.75,The hunter shot the wolf.,0.75,The hunter shot the rabbit.,0.75,The hunter shot the bird.,0.75,The hunter shot the squirrel.,0.75,2.8,0.75
shoot,president,ARG0,The president was shot by the terrorist.,0.75,The terrorist shot the president.,0.75,The president was shot by a sniper.,0.75,The sniper shot the president.,0.75,The president was shot by a gunman.,0.75,2.3,0.75
shoot,president,ARG1,The president was shot by the terrorist.,0.75,The terrorist shot the president.,0.75,The president was shot by a sniper.,0.75,The sniper shot the president.,0.75,The president was shot by a gunman.,0.75,3.5,0.75
shoot,politician,ARG0,The politician was shot by the terrorist.,0.75,The terrorist shot the politician.,0.75,,0.75,,0.75,The politician was shot by a sniper.,0.75,2.7,0.75
shoot,politician,ARG1,The politician was shot by a sniper.,0.75,The sniper shot the politician.,0.75,The politician was shot by a gun.,0.75,The gun shot the politician.,0.75,,0.75,3.3,0.75
shoot,psychopath,ARG0,The psychopath shot the victim.,0.75,The psychopath shot the victim in the head.,0.75,The psychopath shot the victim in the chest.,0.75,The psychopath shot the victim in the stomach.,0.75,,0.75,5.8,0.75
shoot,psychopath,ARG1,The psychopath shot the victim.,0.75,The psychopath shot the victim in the head.,0.75,The psychopath shot the victim in the chest.,0.75,The psychopath shot the victim in the stomach.,0.75,The psychopath shot the victim in the leg.,0.75,3.3,0.75
show,movie,ARG0,Show me the movie.,0.75,Show me a movie.,0.75,Show me a movie that you like.,0.75,Show me a movie that you think I'll like.,0.75,Show me a movie that you think I'll enjoy.,0.75,5.1,0.75
show,movie,ARG1,Show me the movie.,0.75,Show me a movie.,0.75,Show me a movie that you like.,0.75,Show me a movie that you think I'll like.,0.75,Show me a movie that you think I'll enjoy.,0.75,7,0.75
show,patient,ARG0,The patient showed the doctor his medical records.,0.75,The patient showed the nurse his symptoms.,0.75,The patient showed the teacher his homework.,0.75,The patient showed the doctor his test results.,0.75,The patient showed the nurse his medication.,0.75,4.7,0.75
show,patient,ARG1,The teacher showed the student the correct answer.,0.75,The doctor showed the patient the treatment plan.,0.75,The artist showed the painting to the audience.,0.75,The chef showed the dish to the customer.,0.75,The teacher showed the student the correct solution.,0.75,2.5,0.75
show,salesman,ARG0,The salesman showed the new products to the customers.,0.75,The salesman showed the sales figures to the manager.,0.75,The salesman showed the sales strategy to the team.,0.75,The salesman showed the product to the customer.,0.75,The salesman showed the sales data to the analyst.,0.75,6.6,0.75
show,salesman,ARG1,The salesman showed the new products to the customers.,0.75,The salesman showed the sales figures to the manager.,0.75,The salesman showed the product to the customer.,0.75,The salesman showed the product to the customers.,0.75,The salesman showed the sales figures to the customers.,0.75,1.6,0.75
show,wallpaper,ARG0,Show me the wallpaper in the living room.,0.75,Show me the wallpaper in the bedroom.,0.75,Show me the wallpaper in the kitchen.,0.75,Show me the wallpaper in the bathroom.,0.75,Show me the wallpaper in the office.,0.75,2.7,0.75
show,wallpaper,ARG1,Show me the wallpaper in the living room.,0.75,Show me the wallpaper in the bedroom.,0.75,Show me the wallpaper in the kitchen.,0.75,Show me the wallpaper in the bathroom.,0.75,Show me the wallpaper in the office.,0.75,5.3,0.75
sketch,architect,ARG0,The architect sketched a plan for the new building.,0.75,,0.75,,0.75,,0.75,,0.75,6.5,0.75
sketch,architect,ARG1,The architect sketched a plan for the new building.,0.75,,0.75,,0.75,,0.75,,0.75,1.5,0.75
sketch,artist,ARG0,The artist sketched a portrait of the king.,0.75,The artist sketched a landscape of the mountains.,0.75,The artist sketched a still life of flowers.,0.75,The artist sketched a self-portrait of herself.,0.75,The artist sketched a design for a new building.,0.75,6.5,0.75
sketch,artist,ARG1,The artist sketched a portrait of the famous painter.,0.75,The artist sketched a quick outline of the landscape.,0.75,The artist sketched a detailed plan for the new building.,0.75,The artist sketched a caricature of the politician.,0.75,The artist sketched a beautiful landscape of the mountains.,0.75,2.5,0.75
sketch,landscape,ARG0,Sketch the landscape.,1.0,Sketch the landscape with a pencil.,0.75,Sketch the landscape with a pen.,0.75,Sketch the landscape with a paintbrush.,0.75,Sketch the landscape with a marker.,0.75,1.4,0.8
sketch,landscape,ARG1,Sketch the landscape of the city.,0.75,Sketch the landscape of the mountains.,0.75,Sketch the landscape of the forest.,0.75,Sketch the landscape of the beach.,0.75,Sketch the landscape of the desert.,0.75,6.6,0.75
sketch,model,ARG0,The artist sketched a model of the new building.,0.75,The architect sketched a model of the proposed design.,0.75,The engineer sketched a model of the proposed system.,0.75,The artist sketched a model of the new sculpture.,0.75,The artist sketched a model of the new painting.,0.75,2.1,0.75
sketch,model,ARG1,The artist sketched a model of the new building.,0.75,The architect sketched a model of the proposed design.,0.75,The engineer sketched a model of the proposed system.,0.75,The scientist sketched a model of the new theory.,0.75,The artist sketched a model of the new painting.,0.75,5.6,0.75
sketch,portrait,ARG0,Sketch a portrait of the artist.,0.75,Sketch a portrait of the model.,0.75,Sketch a portrait of the subject.,0.75,Sketch a portrait of the person.,0.75,Sketch a portrait of the individual.,0.75,1.4,0.75
sketch,portrait,ARG1,Sketch a portrait of the artist.,0.75,Sketch a portrait of the model.,0.75,Sketch a portrait of the subject.,0.75,Sketch a portrait of the person.,0.75,Sketch a portrait of the individual.,0.75,4.9,0.75
sketch,scientist,ARG0,The scientist sketched a picture of the new experiment.,0.75,The artist sketched a portrait of the famous scientist.,0.75,The scientist sketched a plan for the new project.,0.75,,0.75,The scientist sketched a diagram of the complex system.,0.75,4.7,0.75
sketch,scientist,ARG1,The scientist sketched a diagram of the new experiment.,0.75,The artist sketched a portrait of the famous scientist.,0.75,The scientist sketched a plan for the new project.,0.75,,0.75,The scientist sketched a detailed diagram of the new theory.,0.75,1.9,0.75
sketch,woman,ARG0,The woman sketched a portrait of her friend.,0.75,The woman sketched a quick outline of the plan.,0.75,The woman sketched a rough draft of the proposal.,0.75,The woman sketched a detailed map of the city.,0.75,The woman sketched a vivid picture of the landscape.,0.75,4.3,0.75
sketch,woman,ARG1,The woman sketched a portrait of her friend.,0.75,The woman sketched a quick outline of the plan.,0.75,The woman sketched a rough draft of the proposal.,0.75,The woman sketched a detailed map of the city.,0.75,The woman sketched a vivid picture of the landscape.,0.75,5.3,0.75
slap,child,ARG0,The child slapped the teacher.,0.75,The teacher slapped the child.,0.75,The child slapped the dog.,0.75,The dog slapped the child.,0.75,The child slapped the cat.,0.75,4,0.75
slap,child,ARG1,The child slapped the teacher.,0.75,The teacher slapped the child.,0.75,The child slapped the dog.,0.75,The dog slapped the child.,0.75,The child slapped the cat.,0.75,4.5,0.75
slap,fireman,ARG0,The fireman slapped the arsonist.,0.75,,0.75,,0.75,,0.75,,0.75,1.5,0.75
slap,fireman,ARG1,The fireman slapped the arsonist for setting the fire.,0.75,The fireman slapped the dog for barking too loudly.,0.75,,0.75,The fireman slapped the teacher for not teaching the lesson properly.,0.75,The fireman slapped the student for not paying attention in class.,0.75,1.1,0.75
slap,prisoner,ARG0,The prisoner was slapped by the guard.,0.75,The guard slapped the prisoner.,0.75,The prisoner was slapped by the police.,0.75,The police slapped the prisoner.,0.75,The prisoner was slapped by the judge.,0.75,4.7,0.75
slap,prisoner,ARG1,The police officer slapped the prisoner for resisting arrest.,0.75,The prisoner was slapped by the police officer for disobeying orders.,0.75,The prisoner slapped the police officer for hitting him.,0.75,The police officer slapped the prisoner for being a troublemaker.,0.75,The prisoner slapped the police officer for being too rough.,0.75,5.6,0.75
slaughter,butcher,ARG0,The butcher slaughtered the cow.,0.75,The butcher slaughtered the pig.,0.75,The butcher slaughtered the chicken.,0.75,The butcher slaughtered the sheep.,0.75,The butcher slaughtered the goat.,0.75,6.2,0.75
slaughter,butcher,ARG1,The butcher slaughtered the cow.,0.75,The butcher slaughtered the pig.,0.75,The butcher slaughtered the chicken.,0.75,The butcher slaughtered the sheep.,0.75,The butcher slaughtered the goat.,0.75,1.4,0.75
slaughter,cow,ARG0,The farmer slaughtered the cow.,0.75,The cow was slaughtered by the farmer.,0.75,The farmer slaughtered the cow with a sharp knife.,0.75,The cow was slaughtered by the farmer with a sharp knife.,0.75,The farmer slaughtered the cow with a sharp knife in a cold and dark place.,0.75,1.1,0.75
