predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
search,thief,ARG1,The thief searched the room for the missing jewels.,The thief searched the neighborhood for clues.,The thief searched the internet for information.,The thief searched the library for books on the topic.,The thief searched the park for a place to hide.
seat,artist,ARG0,The artist sat on the chair.,The artist sat on the table.,The artist sat on the floor.,The artist sat on the bed.,The artist sat on the couch.
seat,artist,ARG1,The artist sat on the chair.,The artist sat on the table.,The artist sat on the floor.,The artist sat on the bed.,The artist sat on the couch.
seat,boyfriend,ARG0,The boyfriend sat on the couch.,The boyfriend sat in the chair.,The boyfriend sat on the bed.,The boyfriend sat in the car.,The boyfriend sat on the train.
seat,boyfriend,ARG1,The boyfriend sat on the couch.,The boyfriend sat in the chair.,The boyfriend sat on the bed.,The boyfriend sat in the car.,The boyfriend sat on the train.
seat,custodian,ARG0,The custodian sat on the chair.,The chair was sat on by the custodian.,"The custodian sat on the chair, but then stood up.","The chair was sat on by the custodian, but then the custodian stood up.","The custodian sat on the chair, but then the chair was sat on by someone else."
seat,custodian,ARG1,The custodian sat on the chair.,The chair was sat on by the custodian.,"The custodian sat on the chair, but then stood up.","The chair was sat on by the custodian, but then the custodian stood up.","The custodian sat on the chair, but then the chair was sat on by someone else."
seat,guest,ARG0,The guest sat on the couch.,The guest sat in the chair.,The guest sat on the bed.,The guest sat in the car.,The guest sat on the train.
seat,guest,ARG1,The guest sat on the chair.,The chair sat on the table.,The table sat on the floor.,The floor sat on the ground.,The ground sat on the earth.
see,exhibit,ARG0,I saw the exhibit at the museum.,The exhibit was seen by many people at the art gallery.,The exhibit was seen by the artist at the art fair.,The exhibit was seen by the curator at the museum.,The exhibit was seen by the critic at the art review.
see,exhibit,ARG1,I saw the exhibit at the museum.,The exhibit was on display at the art gallery.,The exhibit was a collection of paintings by the famous artist.,The exhibit was a display of the latest technology.,The exhibit was a showcase of the company's products.
see,truck,ARG0,I saw a truck.,The truck was seen by me.,The truck was seen by the driver.,The driver saw the truck.,The truck was seen by the passengers.
see,truck,ARG1,I saw a truck driving down the road.,The truck was seen driving down the road.,The truck was seen driving by the park.,The truck was seen driving by the river.,The truck was seen driving by the lake.
see,voyeur,ARG0,The voyeur saw the naked woman in the bathroom.,The voyeur saw the man in the bedroom.,The voyeur saw the woman in the kitchen.,The voyeur saw the man in the living room.,The voyeur saw the woman in the garden.
see,voyeur,ARG1,The voyeur saw the naked woman in the bathroom.,The voyeur saw the man masturbating in the park.,The voyeur saw the couple having sex in the bedroom.,The voyeur saw the child playing with a toy in the living room.,The voyeur saw the old man sleeping in the bed.
see,worm,ARG0,I saw a worm crawling on the ground.,The worm was seen by me.,The worm was seen by the dog.,The worm was seen by the cat.,The worm was seen by the bird.
see,worm,ARG1,I saw a worm crawling on the ground.,The worm was seen by me.,The worm was seen by the dog.,The worm was seen by the cat.,The worm was seen by the bird.
select,contestant,ARG0,Select the contestant with the highest score.,Select the contestant who has the most experience.,Select the contestant who is the most qualified.,Select the contestant who has the best chance of winning.,Select the contestant who is the most popular among the audience.
select,contestant,ARG1,Select the contestant with the highest score.,Select the contestant who has the most experience.,Select the contestant who is the most qualified.,Select the contestant who has the best chance of winning.,Select the contestant who is the most popular among the audience.
select,contractor,ARG0,The contractor selected the best candidate for the job.,The contractor selected the most qualified candidate.,The contractor selected the candidate with the most experience.,The contractor selected the candidate with the best skills.,The contractor selected the candidate who was the most suitable for the job.
select,contractor,ARG1,The contractor selected the best candidate for the job.,The contractor selected the most qualified candidate for the position.,The contractor selected the candidate with the most relevant experience for the role.,The contractor selected the candidate with the best communication skills for the project.,The contractor selected the candidate with the most innovative ideas for the product.
select,gourmet,ARG0,Select a gourmet restaurant for dinner.,Select a gourmet dish for the party.,Select a gourmet wine for the occasion.,Select a gourmet dessert for dessert.,Select a gourmet cooking class for a fun activity.
select,gourmet,ARG1,Select the gourmet restaurant for dinner.,Select the gourmet dish for the special occasion.,Select the gourmet ingredients for the recipe.,Select the gourmet chef for the cooking competition.,Select the gourmet wine for the dinner party.
select,obstetrician,ARG0,The obstetrician selected the best hospital for the delivery.,The obstetrician selected the most experienced doctor for the delivery.,The obstetrician selected the best equipment for the delivery.,The obstetrician selected the most comfortable delivery room for the delivery.,The obstetrician selected the best food for the delivery.
select,obstetrician,ARG1,Select an obstetrician to deliver the baby.,Select an obstetrician to assist with the delivery.,Select an obstetrician to provide prenatal care.,Select an obstetrician to perform the cesarean section.,Select an obstetrician to monitor the baby's health after delivery.
select,recipe,ARG0,Select the recipe for the dinner party.,Select the recipe for the weekend getaway.,Select the recipe for the family dinner.,Select the recipe for the birthday celebration.,Select the recipe for the anniversary dinner.
select,recipe,ARG1,Select the recipe for the dinner party.,Select the recipe for the weekend getaway.,Select the recipe for the family dinner.,Select the recipe for the special occasion.,Select the recipe for the quick and easy meal.
select,secretary,ARG0,The company selected Sarah as the new secretary.,The team selected John as the lead developer.,The jury selected the defendant as the accused.,The customer selected the blue shirt as their favorite.,The company selected the new employee as the training manager.
select,secretary,ARG1,Select the secretary to lead the meeting.,Select the secretary to handle the correspondence.,Select the secretary to manage the office supplies.,Select the secretary to assist the CEO with administrative tasks.,Select the secretary to provide support to the team.
send,assistant,ARG0,Send an assistant to the store.,Send my assistant to the meeting.,Send the assistant to the conference.,Send the assistant to the office.,Send the assistant to the hospital.
send,assistant,ARG1,Send an assistant to the store.,Send the assistant to the store.,Send the assistant to the store to buy milk.,Send the assistant to the store to buy milk and eggs.,"Send the assistant to the store to buy milk, eggs, and bread."
send,child,ARG0,Send the child to school.,Send the child to the doctor.,Send the child to the park.,Send the child to bed early.,Send the child to the store to buy some candy.
send,child,ARG1,Send the child to school.,Send the child to the doctor.,Send the child to the park.,Send the child to the store.,Send the child to the beach.
send,lawyer,ARG0,The lawyer sent the documents to the client.,The client sent the lawyer the documents.,The lawyer sent the documents to the judge.,The judge sent the documents to the lawyer.,The lawyer sent the documents to the court.
send,lawyer,ARG1,The lawyer sent the documents to the client.,The client sent the lawyer the documents.,The lawyer sent the documents to the judge.,The judge sent the documents to the lawyer.,The lawyer sent the documents to the court.
send,manager,ARG0,The manager sent the report to the client.,The manager sent the package to the customer.,The manager sent the email to the recipient.,The manager sent the message to the recipient.,The manager sent the document to the recipient.
send,manager,ARG1,The manager sent the report to the client.,The manager sent the team a message.,The manager sent the employee a promotion.,The manager sent the team a new project.,The manager sent the employee a raise.
send,package,ARG0,I sent the package to my friend.,The package was sent to me by my colleague.,The package was sent to the post office by the mailman.,The package was sent to the customer by the delivery person.,The package was sent to the recipient by the courier.
send,package,ARG1,I sent the package to my friend.,The package was sent to the post office.,The package was sent by the courier.,The package was sent to the wrong address.,The package was sent to the wrong person.
sentence,chef,ARG0,The chef made a delicious meal.,The chef prepared the meal.,The chef cooked the meal.,The chef created the meal.,The chef made the meal.
sentence,chef,ARG1,The chef made a delicious meal.,The chef prepared the meal.,The chef cooked the meal.,The chef created the meal.,The chef made the meal.
sentence,criminal,ARG0,The criminal was sentenced to life in prison.,The judge sentenced the criminal to 5 years in prison.,The prosecutor sentenced the criminal to community service.,The victim's family sentenced the criminal to a lifetime of regret.,The criminal was sentenced to a year in jail.
sentence,criminal,ARG1,The criminal was sentenced to life in prison.,The judge sentenced the criminal to 5 years in prison.,The prosecutor sentenced the criminal to community service.,The defendant was sentenced to probation.,The judge sentenced the criminal to a fine and community service.
sentence,defendant,ARG0,The defendant sentenced the judge to a year in prison.,The judge sentenced the defendant to a year in prison.,The defendant sentenced the defendant to a year in prison.,The judge sentenced the judge to a year in prison.,The defendant sentenced the defendant to a year in prison.
sentence,defendant,ARG1,The defendant was sentenced to 5 years in prison.,The defendant was sentenced to a fine of $1000.,The defendant was sentenced to community service.,The defendant was sentenced to probation.,The defendant was sentenced to a suspended sentence.
sentence,judge,ARG0,The judge sentenced the defendant to prison.,The judge ruled in favor of the plaintiff.,The judge dismissed the case.,The judge declared the contract invalid.,The judge ordered the defendant to pay damages.
sentence,judge,ARG1,The judge sentenced the defendant to prison.,The judge ruled in favor of the plaintiff.,The judge dismissed the case.,The judge declared the contract invalid.,The judge ordered the defendant to pay damages.
sentence,tailor,ARG0,The tailor sewed a new dress for the bride.,The tailor cut out the pattern for the new suit.,The tailor measured the fabric for the new shirt.,The tailor stitched the seams for the new pants.,The tailor ironed the creases out of the new shirt.
sentence,tailor,ARG1,The tailor sewed the sentence together.,The sentence was sewn by the tailor.,The tailor sewed the sentence with care.,The sentence was carefully sewn by the tailor.,The tailor sewed the sentence with precision.
separate,boxers,ARG0,The boxers separated the team into two groups.,The boxers separated the team members by gender.,The boxers separated the team members by skill level.,The boxers separated the team members by age.,The boxers separated the team members by nationality.
separate,boxers,ARG1,The boxers separated the team into two groups.,The boxers separated the team members by gender.,The boxers separated the team members by skill level.,The boxers separated the team members by age.,The boxers separated the team members by nationality.
separate,organizer,ARG0,The organizer separated the guests into two groups for the party.,The organizer separated the food into different dishes for the guests.,The organizer separated the tasks into different categories for the project.,The organizer separated the data into different sets for the analysis.,The organizer separated the team into different departments for the company.
separate,organizer,ARG1,The organizer separated the guests into two groups for the party.,The organizer separated the food into different dishes for the guests.,The organizer separated the tasks into different categories for the project.,The organizer separated the data into different sets for the analysis.,The organizer separated the team into different departments for the company.
separate,squirrel,ARG0,The squirrel separated the nuts from the shells.,The squirrel separated the nuts from the acorns.,The squirrel separated the acorns from the shells.,The squirrel separated the nuts from the other nuts.,The squirrel separated the acorns from the other acorns.
separate,squirrel,ARG1,The squirrel separated the nuts from the shells.,The squirrel separated the nuts from the acorns.,The squirrel separated the acorns from the shells.,The squirrel separated the nuts from the other nuts.,The squirrel separated the acorns from the other acorns.
separate,twins,ARG0,The twins were separated at birth.,The twins were separated by their parents.,The twins were separated by their different interests.,The twins were separated by their different personalities.,The twins were separated by their different lifestyles.
separate,twins,ARG1,The twins were separated at birth.,The twins were separated by their parents.,The twins were separated by their different interests.,The twins were separated by their different personalities.,The twins were separated by their different lifestyles.
serve,butler,ARG0,The butler served the guests with dinner.,The butler served the meal to the guests.,The butler served the meal to the guests with a smile.,The butler served the meal to the guests with a bow.,The butler served the meal to the guests with a flourish.
serve,butler,ARG1,The butler served the guests with the delicious food.,The butler served the king with a glass of wine.,The butler served the queen with a bowl of soup.,The butler served the guests with a tray of hors d'oeuvres.,The butler served the guests with a plate of dessert.
serve,customer,ARG0,The waiter served the customer a delicious meal.,The bartender served the customer a refreshing drink.,The server served the customer a warm smile.,The hostess served the customer a warm welcome.,The chef served the customer a delectable dish.
serve,customer,ARG1,The waiter served the customer a delicious meal.,The bartender served the customer a refreshing drink.,The server served the customer a warm smile.,The hostess served the customer a warm welcome.,The chef served the customer a delectable dish.
serve,food,ARG0,The waiter served us a delicious meal.,The chef served the food to the customers.,The server served the drinks to the guests.,The waiter served the food to the hungry people.,The chef served the meal to the thirsty people.
serve,food,ARG1,The waiter served us a delicious meal.,The chef served the food to the customers.,The server served the drinks to the guests.,The waiter served the food to the hungry people.,The chef served the meal to the thirsty people.
serve,patron,ARG0,The waiter served the patron a delicious meal.,The bartender served the patron a refreshing drink.,The hostess served the patron a warm welcome.,The chef served the patron a delectable dish.,The server served the patron a prompt and attentive service.
serve,patron,ARG1,The waiter served the patron a delicious meal.,The bartender served the patron a refreshing drink.,The hostess served the patron a warm welcome.,The chef served the patron a delectable dish.,The server served the patron a prompt and attentive service.
serve,waitress,ARG0,The waitress served the customer a meal.,The waitress served the meal to the customer.,The waitress served the meal to the customer with a smile.,The waitress served the meal to the customer with a friendly demeanor.,The waitress served the meal to the customer with a warm smile.
serve,waitress,ARG1,The waitress served the customer a delicious meal.,The waitress served the food to the customer.,The waitress served the drinks to the customer.,The waitress served the dessert to the customer.,The waitress served the bill to the customer.
shoot,assassin,ARG0,The assassin shot the president.,The assassin shot the prime minister.,The assassin shot the CEO.,The assassin shot the head of the company.,The assassin shot the leader of the opposition.
shoot,assassin,ARG1,The assassin shot the president.,The president was shot by the assassin.,The assassin shot the president with a gun.,The president was shot by the assassin with a gun.,The assassin shot the president with a bullet.
shoot,deer,ARG0,The hunter shot the deer.,The deer was shot by the hunter.,The hunter shot the deer with a bow and arrow.,The deer was shot by the hunter with a bow and arrow.,The hunter shot the deer with a rifle.
shoot,deer,ARG1,The hunter shot the deer.,The deer was shot by the hunter.,The hunter shot the deer with a bow and arrow.,The deer was shot by the hunter with a bow and arrow.,The hunter shot the deer with a rifle.
shoot,duck,ARG0,The hunter shot the duck.,The duck was shot by the hunter.,The duck was shot.,The hunter shot the duck with a gun.,The duck was shot by a hunter with a gun.
shoot,duck,ARG1,The hunter shot the duck.,The duck was shot by the hunter.,The duck was shot.,The hunter shot the duck with a gun.,The duck was shot by a hunter with a gun.
shoot,hunter,ARG0,The hunter shot the deer.,The hunter shot the wolf.,The hunter shot the rabbit.,The hunter shot the bird.,The hunter shot the squirrel.
shoot,hunter,ARG1,The hunter shot the deer.,The hunter shot the wolf.,The hunter shot the rabbit.,The hunter shot the bird.,The hunter shot the squirrel.
shoot,president,ARG0,The president was shot by the terrorist.,The terrorist shot the president.,The president was shot by a sniper.,The sniper shot the president.,The president was shot by a gunman.
shoot,president,ARG1,The president was shot by the terrorist.,The terrorist shot the president.,The president was shot by a sniper.,The sniper shot the president.,The president was shot by a gunman.
shoot,politician,ARG0,The politician was shot by the terrorist.,The terrorist shot the politician.,The politician shot himself in the foot.,The politician was shot by a stray bullet.,The politician was shot by a sniper.
shoot,politician,ARG1,The politician was shot by a sniper.,The sniper shot the politician.,The politician was shot by a gun.,The gun shot the politician.,The politician was shot by a bullet.
shoot,psychopath,ARG0,The psychopath shot the victim.,The psychopath shot the victim in the head.,The psychopath shot the victim in the chest.,The psychopath shot the victim in the stomach.,The psychopath shot the victim in the leg.
shoot,psychopath,ARG1,The psychopath shot the victim.,The psychopath shot the victim in the head.,The psychopath shot the victim in the chest.,The psychopath shot the victim in the stomach.,The psychopath shot the victim in the leg.
show,movie,ARG0,Show me the movie.,Show me a movie.,Show me a movie that you like.,Show me a movie that you think I'll like.,Show me a movie that you think I'll enjoy.
show,movie,ARG1,Show me the movie.,Show me a movie.,Show me a movie that you like.,Show me a movie that you think I'll like.,Show me a movie that you think I'll enjoy.
show,patient,ARG0,The patient showed the doctor his medical records.,The patient showed the nurse his symptoms.,The patient showed the teacher his homework.,The patient showed the doctor his test results.,The patient showed the nurse his medication.
show,patient,ARG1,The teacher showed the student the correct answer.,The doctor showed the patient the treatment plan.,The artist showed the painting to the audience.,The chef showed the dish to the customer.,The teacher showed the student the correct solution.
show,salesman,ARG0,The salesman showed the new products to the customers.,The salesman showed the sales figures to the manager.,The salesman showed the sales strategy to the team.,The salesman showed the product to the customer.,The salesman showed the sales data to the analyst.
show,salesman,ARG1,The salesman showed the new products to the customers.,The salesman showed the sales figures to the manager.,The salesman showed the product to the customer.,The salesman showed the product to the customers.,The salesman showed the sales figures to the customers.
show,wallpaper,ARG0,Show me the wallpaper in the living room.,Show me the wallpaper in the bedroom.,Show me the wallpaper in the kitchen.,Show me the wallpaper in the bathroom.,Show me the wallpaper in the office.
show,wallpaper,ARG1,Show me the wallpaper in the living room.,Show me the wallpaper in the bedroom.,Show me the wallpaper in the kitchen.,Show me the wallpaper in the bathroom.,Show me the wallpaper in the office.
sketch,architect,ARG0,The architect sketched a plan for the new building.,The artist sketched a portrait of the subject.,The engineer sketched a blueprint for the project.,The writer sketched a story for the children's book.,The chef sketched a recipe for the dinner menu.
sketch,architect,ARG1,The architect sketched a plan for the new building.,The artist sketched a portrait of the subject.,The engineer sketched a blueprint for the project.,The writer sketched a story for the children's book.,The chef sketched a recipe for the dinner menu.
sketch,artist,ARG0,The artist sketched a portrait of the king.,The artist sketched a landscape of the mountains.,The artist sketched a still life of flowers.,The artist sketched a self-portrait of herself.,The artist sketched a design for a new building.
sketch,artist,ARG1,The artist sketched a portrait of the famous painter.,The artist sketched a quick outline of the landscape.,The artist sketched a detailed plan for the new building.,The artist sketched a caricature of the politician.,The artist sketched a beautiful landscape of the mountains.
sketch,landscape,ARG0,Sketch the landscape.,Sketch the landscape with a pencil.,Sketch the landscape with a pen.,Sketch the landscape with a paintbrush.,Sketch the landscape with a marker.
sketch,landscape,ARG1,Sketch the landscape of the city.,Sketch the landscape of the mountains.,Sketch the landscape of the forest.,Sketch the landscape of the beach.,Sketch the landscape of the desert.
sketch,model,ARG0,The artist sketched a model of the new building.,The architect sketched a model of the proposed design.,The engineer sketched a model of the proposed system.,The artist sketched a model of the new sculpture.,The artist sketched a model of the new painting.
sketch,model,ARG1,The artist sketched a model of the new building.,The architect sketched a model of the proposed design.,The engineer sketched a model of the proposed system.,The scientist sketched a model of the new theory.,The artist sketched a model of the new painting.
sketch,portrait,ARG0,Sketch a portrait of the artist.,Sketch a portrait of the model.,Sketch a portrait of the subject.,Sketch a portrait of the person.,Sketch a portrait of the individual.
sketch,portrait,ARG1,Sketch a portrait of the artist.,Sketch a portrait of the model.,Sketch a portrait of the subject.,Sketch a portrait of the person.,Sketch a portrait of the individual.
sketch,scientist,ARG0,The scientist sketched a picture of the new experiment.,The artist sketched a portrait of the famous scientist.,The scientist sketched a plan for the new project.,The artist sketched a quick sketch of the landscape.,The scientist sketched a diagram of the complex system.
sketch,scientist,ARG1,The scientist sketched a diagram of the new experiment.,The artist sketched a portrait of the famous scientist.,The scientist sketched a plan for the new project.,The artist sketched a quick sketch of the landscape.,The scientist sketched a detailed diagram of the new theory.
sketch,woman,ARG0,The woman sketched a portrait of her friend.,The woman sketched a quick outline of the plan.,The woman sketched a rough draft of the proposal.,The woman sketched a detailed map of the city.,The woman sketched a vivid picture of the landscape.
sketch,woman,ARG1,The woman sketched a portrait of her friend.,The woman sketched a quick outline of the plan.,The woman sketched a rough draft of the proposal.,The woman sketched a detailed map of the city.,The woman sketched a vivid picture of the landscape.
slap,child,ARG0,The child slapped the teacher.,The teacher slapped the child.,The child slapped the dog.,The dog slapped the child.,The child slapped the cat.
slap,child,ARG1,The child slapped the teacher.,The teacher slapped the child.,The child slapped the dog.,The dog slapped the child.,The child slapped the cat.
slap,fireman,ARG0,The fireman slapped the arsonist.,The fireman slapped the dog.,The fireman slapped the cat.,The fireman slapped the baby.,The fireman slapped the toddler.
slap,fireman,ARG1,The fireman slapped the arsonist for setting the fire.,The fireman slapped the dog for barking too loudly.,The fireman slapped the child for not listening to his mother.,The fireman slapped the teacher for not teaching the lesson properly.,The fireman slapped the student for not paying attention in class.
slap,prisoner,ARG0,The prisoner was slapped by the guard.,The guard slapped the prisoner.,The prisoner was slapped by the police.,The police slapped the prisoner.,The prisoner was slapped by the judge.
slap,prisoner,ARG1,The police officer slapped the prisoner for resisting arrest.,The prisoner was slapped by the police officer for disobeying orders.,The prisoner slapped the police officer for hitting him.,The police officer slapped the prisoner for being a troublemaker.,The prisoner slapped the police officer for being too rough.
slaughter,butcher,ARG0,The butcher slaughtered the cow.,The butcher slaughtered the pig.,The butcher slaughtered the chicken.,The butcher slaughtered the sheep.,The butcher slaughtered the goat.
slaughter,butcher,ARG1,The butcher slaughtered the cow.,The butcher slaughtered the pig.,The butcher slaughtered the chicken.,The butcher slaughtered the sheep.,The butcher slaughtered the goat.
slaughter,cow,ARG0,The farmer slaughtered the cow.,The cow was slaughtered by the farmer.,The farmer slaughtered the cow with a sharp knife.,The cow was slaughtered by the farmer with a sharp knife.,The farmer slaughtered the cow with a sharp knife in a cold and dark place.
slaughter,cow,ARG1,The farmer slaughtered the cow for meat.,The butcher slaughtered the cow for the market.,The rancher slaughtered the cow for the ranch.,The farmer slaughtered the cow for the farm.,The rancher slaughtered the cow for the ranch.
slaughter,farmer,ARG0,The farmer slaughtered the pig.,The pig was slaughtered by the farmer.,The farmer slaughtered the pig with a sharp knife.,The pig was slaughtered by the farmer with a sharp knife.,The farmer slaughtered the pig with a sharp knife in a cold and dark place.
slaughter,farmer,ARG1,The farmer slaughtered the pig.,The farmer slaughtered the cow.,The farmer slaughtered the sheep.,The farmer slaughtered the chicken.,The farmer slaughtered the turkey.
slaughter,pig,ARG0,The farmer slaughtered the pig for food.,The butcher slaughtered the pig for meat.,The pig was slaughtered for its meat.,The pig was slaughtered for its leather.,The pig was slaughtered for its hide.
slaughter,pig,ARG1,The farmer slaughtered the pig for food.,The butcher slaughtered the pig for meat.,The pig was slaughtered for its meat.,The pig was slaughtered for its leather.,The pig was slaughtered for its hide.
stalk,antelope,ARG0,The hunter stalked the antelope.,The antelope was stalked by the hunter.,The hunter stalked the antelope for hours.,The antelope was stalked by the hunter for hours.,The hunter stalked the antelope until it was exhausted.
stalk,antelope,ARG1,The hunter stalked the antelope through the grasslands.,The antelope was stalked by the hunter in the forest.,The hunter stalked the antelope in the dark of night.,The antelope was stalked by the hunter in the bright sunlight.,The hunter stalked the antelope in the cold winter air.
stalk,deer,ARG0,The deer stalked the forest.,The deer stalked the hunter.,The deer stalked the prey.,The deer stalked the predator.,The deer stalked the victim.
stalk,deer,ARG1,The hunter stalked the deer in the forest.,The deer was stalked by the hunter in the forest.,"The hunter stalked the deer in the forest, but it was too quick for him.","The deer was stalked by the hunter in the forest, but it managed to escape.","The hunter stalked the deer in the forest, but it was too tired to run."
stalk,lion,ARG0,The lion stalked the herd of zebras.,The lion stalked the antelope.,The lion stalked the gazelle.,The lion stalked the wildebeest.,The lion stalked the giraffe.
stalk,lion,ARG1,The lion stalked the herd of zebras.,The lion stalked the antelope.,The lion stalked the gazelle.,The lion stalked the wildebeest.,The lion stalked the giraffe.
stalk,prey,ARG0,The stalking predator stalked its prey in the forest.,The stalking predator stalked its prey in the dark.,The stalking predator stalked its prey in the rain.,The stalking predator stalked its prey in the sun.,The stalking predator stalked its prey in the snow.
stalk,prey,ARG1,The stalking predator stalked its prey in the forest.,The stalking predator stalked its prey in the dark.,The stalking predator stalked its prey in the rain.,The stalking predator stalked its prey in the sun.,The stalking predator stalked its prey in the snow.
stalk,prowler,ARG0,The prowler stalked the victim.,The victim was stalked by the prowler.,The prowler stalked the victim in the dark.,The victim was stalked by the prowler in the dark.,The prowler stalked the victim in the woods.
stalk,prowler,ARG1,The prowler stalked the victim.,The victim was stalked by the prowler.,The prowler stalked the victim in the dark.,The victim was stalked by the prowler in the dark.,The prowler stalked the victim in the woods.
stalk,snake,ARG0,The snake stalked its prey.,The snake stalked the prey.,The snake stalked the prey with stealth.,The snake stalked the prey with caution.,The snake stalked the prey with determination.
stalk,snake,ARG1,The snake stalked its prey.,The snake stalked the prey.,The snake stalked the prey with stealth.,The snake stalked the prey with caution.,The snake stalked the prey with determination.
stalk,zebra,ARG0,The zebra stalked the antelope.,The zebra stalked the wildebeest.,The zebra stalked the giraffe.,The zebra stalked the zebra.,The zebra stalked the hyena.
stalk,zebra,ARG1,The zebra stalked the antelope.,The zebra stalked the wildebeest.,The zebra stalked the giraffe.,The zebra stalked the zebra.,The zebra stalked the hyena.
startle,bird,ARG0,The bird startled me.,The bird startled the cat.,The bird startled the dog.,The bird startled the baby.,The bird startled the baby's mother.
startle,bird,ARG1,The bird startled when it saw the snake.,The bird startled when it heard the loud noise.,The bird startled when it felt the sudden movement.,The bird startled when it saw the predator.,The bird startled when it felt the sudden chill in the air.
startle,burglar,ARG0,The burglar startled me as he entered the room.,The burglar startled me when he suddenly appeared in the doorway.,The burglar startled me when he jumped out from behind the curtain.,The burglar startled me when he emerged from the shadows.,The burglar startled me when he appeared from nowhere.
startle,burglar,ARG1,The burglar startled the guard as he entered the room.,The burglar startled the dog as he was barking loudly.,The burglar startled the cat as it was sleeping soundly.,The burglar startled the baby as it was crying.,The burglar startled the elderly woman as she was walking alone.
startle,kid,ARG0,The kid startled the dog.,The dog startled the kid.,The kid startled the cat.,The cat startled the kid.,The kid startled the rabbit.
startle,kid,ARG1,The kid startled the dog.,The dog startled the kid.,The kid startled the cat.,The cat startled the kid.,The kid startled the rabbit.
startle,librarian,ARG0,The librarian startled the children by suddenly appearing in the room.,The librarian startled the other librarians by announcing that the library was closing early.,The librarian startled the customer by asking for their library card.,The librarian startled the other librarians by accidentally knocking over a bookshelf.,The librarian startled the customer by asking if they wanted to borrow a book.
startle,librarian,ARG1,The librarian startled the children by suddenly appearing in the room.,The librarian startled the other librarians by announcing that the library was closing early.,The librarian startled the customer by asking for their library card.,The librarian startled the other librarians by accidentally knocking over a bookshelf.,The librarian startled the customer by asking them to leave the library because they were making too much noise.
startle,prankster,ARG0,The prankster startled the cat by hiding behind the curtains.,The prankster startled the dog by putting a fake spider on its head.,The prankster startled the neighbor by playing a loud music at 3am.,The prankster startled the coworker by putting a fake spider on their shoulder.,The prankster startled the friend by putting a fake spider on their hand.
startle,prankster,ARG1,The prankster startled the cat by hiding behind the curtains.,The prankster startled the dog by putting a fake spider on its head.,The prankster startled the neighbor by playing a loud music at 3am.,The prankster startled the coworker by putting a fake spider on their shoulder.,The prankster startled the friend by putting a fake spider on their hand.
steal,criminal,ARG0,The criminal stole the money from the bank.,The thief stole the valuable jewels from the museum.,The burglar stole the laptop from the office.,The pickpocket stole the wallet from the tourist.,The con artist stole the identity from the victim.
steal,criminal,ARG1,The criminal stole the money from the bank.,The thief stole the valuable jewels from the museum.,The burglar stole the laptop from the office.,The pickpocket stole the wallet from the tourist.,The con artist stole the identity from the victim.
steal,infant,ARG0,The thief stole the baby.,The baby was stolen by the thief.,The thief took the baby.,The baby was taken by the thief.,The thief kidnapped the baby.
steal,infant,ARG1,The thief stole the baby from the hospital.,The burglar stole the infant from the nursery.,The pickpocket stole the baby from the shopping mall.,The kidnapper stole the infant from the orphanage.,The criminal stole the baby from the hospital.
steal,van,ARG0,The thief stole the van.,The van was stolen by the thief.,The thief stole the van from the parking lot.,The van was stolen by the thief from the parking lot.,The thief stole the van and drove it away.
steal,van,ARG1,The thief stole the van.,The van was stolen by the thief.,The thief stole the van from the parking lot.,The van was stolen by the thief in the parking lot.,The thief stole the van and drove it away.
steal,wallet,ARG0,The thief stole the wallet.,The wallet was stolen by the thief.,The thief took the wallet.,The wallet was taken by the thief.,The thief had stolen the wallet.
steal,wallet,ARG1,The thief stole the wallet.,The wallet was stolen by the thief.,The thief took the wallet.,The wallet was taken by the thief.,The thief had stolen the wallet.
study,artist,ARG0,The artist studied painting for many years.,The artist studied music in college.,The artist studied art history in graduate school.,The artist studied sculpture in a workshop.,The artist studied photography in a darkroom.
study,artist,ARG1,The artist studied the brush strokes.,The artist studied the composition.,The artist studied the color palette.,The artist studied the lighting.,The artist studied the texture.
study,disease,ARG0,I am studying the disease to understand its causes and develop a treatment plan.,The study of the disease is crucial to prevent its spread and save lives.,The researchers are studying the disease to find a cure and improve its treatment.,The study of the disease is essential to understand its impact on the population and develop preventive measures.,The study of the disease is a crucial step in the development of a vaccine and treatment.
study,disease,ARG1,I am studying the disease to understand its causes and develop effective treatments.,The study of the disease is crucial to prevent its spread and improve public health.,The researchers are studying the disease to develop a vaccine and treatments.,The study of the disease is ongoing to understand its impact on the population and develop prevention strategies.,The study of the disease is essential to understand its causes and develop effective treatments for the affected individuals.
study,newborn,ARG0,The newborn baby studied the newborn baby's first steps.,The newborn baby studied the newborn baby's first words.,The newborn baby studied the newborn baby's first songs.,The newborn baby studied the newborn baby's first games.,The newborn baby studied the newborn baby's first books.
study,newborn,ARG1,The newborn baby studied the newborn baby's first steps.,The newborn baby studied the newborn baby's first words.,The newborn baby studied the newborn baby's first songs.,The newborn baby studied the newborn baby's first games.,The newborn baby studied the newborn baby's first books.
study,painting,ARG0,I studied painting for hours every day.,She studied painting in college.,He studied painting in his spare time.,We studied painting together.,They studied painting in their free time.
study,painting,ARG1,I studied painting for hours every day.,She studied painting in college.,He studied painting in his spare time.,We studied painting together.,They studied painting in their free time.
